Cep,Endereço,Lat,Lng
58400520,Rua Antenor Navarro - Prata - Campina Grande - PB,-7.218810099999999,-35.8936699
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400525,Rua Siqueira Campos - Prata - Campina Grande - PB,-7.2197589,-35.892157
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400530,Avenida Marechal Floriano Peixoto - Prata - Campina Grande - PB,-7.223325,-35.8923004
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400535,Rua Melo Leitão - Prata - Campina Grande - PB,-7.2236273,-35.89261219999999
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400540,Rua Santa Clara - Prata - Campina Grande - PB,-7.2219648,-35.89054429999999
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400545,Rua Luís de Melo - Prata - Campina Grande - PB,-7.2212536,-35.8913983
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400550,Rua Rodrigues Alves - Prata - Campina Grande - PB,-7.220816900000001,-35.89478
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400555,Praça do Rosário - Prata - Campina Grande - PB,-7.221180299999999,-35.8953973
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400560,Rua Capitão João Alves de Lira - Prata - Campina Grande - PB,-7.2201574,-35.8940334
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400565,Rua Dom Pedro II - Prata - Campina Grande - PB,-7.2193171,-35.8938034
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400570,Rua Índios Cariris - Prata - Campina Grande - PB,-7.2183218,-35.8894204
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400575,Avenida Rio Branco - Prata - Campina Grande - PB,-7.218068,-35.8944525
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400585,Avenida Presidente Getúlio Vargas - Prata - Campina Grande - PB,-7.217328500000001,-35.8933188
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400590,Rua Luís Soares - Prata - Campina Grande - PB,-7.216596500000001,-35.8919777
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400595,Praça Engenheiro Sebastião Ernesto dos Santos - Prata - Campina Grande - PB,-7.216555,-35.8929589
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400600,Rua Vileneuve Honório Maia - Prata - Campina Grande - PB,-7.216171,-35.89296849999999
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400610,Rua Vereador Arrojado Lisboa - Prata - Campina Grande - PB,-7.215852199999999,-35.8954751
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400640,Rua Vereador Arrojado Lisboa - Monte Santo - Campina Grande - PB,-7.215852199999999,-35.8954751
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400648,Rua Tabelião Nereu Pereira dos Santos - Monte Santo - Campina Grande - PB,-7.214725999999999,-35.8955291
Nan,Nan,Nan,Nan
58400650,Rua Monte Santo - Monte Santo - Campina Grande - PB,-7.2144825,-35.8940764
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400654,Rua Ceará - Monte Santo - Campina Grande - PB,-7.214364799999999,-35.8954118
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400660,Rua Montevideo - Monte Santo - Campina Grande - PB,-7.2158962,-35.8973345
Nan,Nan,Nan,Nan
58400662,Praça Sinhá Caroca - Monte Santo - Campina Grande - PB,-7.2195339,-35.9136074
Nan,Nan,Nan,Nan
58400664,Rua Juvêncio Ferreira - Monte Santo - Campina Grande - PB,-7.214917300000001,-35.8978282
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400672,Rua Sinhazinha de Oliveira - Monte Santo - Campina Grande - PB,-7.211986,-35.8969431
Nan,Nan,Nan,Nan
58400674,Travessa Olegário Maciel - Monte Santo - Campina Grande - PB,-7.2084316,-35.8997389
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400690,Rua Agrônomo João Maurício de Medeiros - Monte Santo - Campina Grande - PB,-7.2134209,-35.8982596
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400693,Rua Firmino Leite - Monte Santo - Campina Grande - PB,-7.2143018,-35.8993581
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400696,Rua Coronel Eufrásio Câmara - Monte Santo - Campina Grande - PB,-7.213356699999999,-35.8999208
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400700,Rua da Borborema - Monte Santo - Campina Grande - PB,-7.2133865,-35.8988651
Nan,Nan,Nan,Nan
58400702,1ª Travessa da Borborema - Monte Santo - Campina Grande - PB,-7.2142968,-35.8993553
Nan,Nan,Nan,Nan
58400704,2ª Travessa da Borborema - Monte Santo - Campina Grande - PB,-7.2142968,-35.8993553
Nan,Nan,Nan,Nan
58400706,3ª Travessa da Borborema - Monte Santo - Campina Grande - PB,-7.2142819,-35.8993468
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400710,Rua Francisco Rosa de Farias - Monte Santo - Campina Grande - PB,-7.212971899999999,-35.8980429
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400713,Rua José Augusto Trindade - Monte Santo - Campina Grande - PB,-7.2140283,-35.8999221
Nan,Nan,Nan,Nan
58400715,Travessa José Augusto Trindade - Monte Santo - Campina Grande - PB,-7.2140283,-35.8999221
Nan,Nan,Nan,Nan
58400717,Travessa Carneiro da Cunha - Monte Santo - Campina Grande - PB,-7.2124001,-35.8998294
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400720,Avenida Artiquilino Dantas - Monte Santo - Campina Grande - PB,-7.211776,-35.8991501
Nan,Nan,Nan,Nan
58400722,Travessa Probo Câmara - Monte Santo - Campina Grande - PB,-7.2091328,-35.8981627
58400723,Rua Probo Câmara - Monte Santo - Campina Grande - PB,-7.2091328,-35.8981627
Nan,Nan,Nan,Nan
58400725,Rua Santina Leão - Monte Santo - Campina Grande - PB,-7.210570199999999,-35.8983778
Nan,Nan,Nan,Nan
58400727,Rua Carneiro da Cunha - Monte Santo - Campina Grande - PB,-7.2107465,-35.89959200000001
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400730,Rua Tomaz Santa Rosa - Monte Santo - Campina Grande - PB,-7.2124001,-35.8998294
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400733,Rua Diogo da Costa - Monte Santo - Campina Grande - PB,-7.2116573,-35.9004942
Nan,Nan,Nan,Nan
58400735,Rua Tomaz de Araújo - Monte Santo - Campina Grande - PB,-7.2090415,-35.9004716
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400740,Rua Maria Rosa - Monte Santo - Campina Grande - PB,-7.208886499999999,-35.9000702
Nan,Nan,Nan,Nan
58400742,Travessa Maria Rosa - Monte Santo - Campina Grande - PB,-7.208886499999999,-35.9000702
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400745,Rua Olegário Maciel - Monte Santo - Campina Grande - PB,-7.2092367,-35.8990588
Nan,Nan,Nan,Nan
58400747,Rua São Severino - Monte Santo - Campina Grande - PB,-7.2119721,-35.90112990000001
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400750,Rua Francisco Calixto - Monte Santo - Campina Grande - PB,-7.2141541,-35.9025235
Nan,Nan,Nan,Nan
58400752,Rua Antonieta Cavalcante - Monte Santo - Campina Grande - PB,-7.2112139,-35.9014601
Nan,Nan,Nan,Nan
58400754,Rua do Rangel - Monte Santo - Campina Grande - PB,-7.210609799999999,-35.9013073
Nan,Nan,Nan,Nan
58400756,Rua Ana da Silva Meira - Monte Santo - Campina Grande - PB,-7.209395700000001,-35.9012521
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400760,Rua Maria Arruda de Figueirêdo - Monte Santo - Campina Grande - PB,-7.209591899999999,-35.9020384
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400770,Rua Oscar Machado de Medeiros - Monte Santo - Campina Grande - PB,-7.221172900000001,-35.9106529
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400773,Rua Isaura Suassuna de Medeiros - Monte Santo - Campina Grande - PB,-7.2072154,-35.8887721
Nan,Nan,Nan,Nan
58400775,Rua João Suassuna - Monte Santo - Campina Grande - PB,-7.2107465,-35.89959200000001
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400780,Rua Inalda Meira Gayoso - Monte Santo - Campina Grande - PB,-7.2100877,-35.9047338
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400784,Rua Firmino Alves Sobrinho - Monte Santo - Campina Grande - PB,-7.2143018,-35.8993581
Nan,Nan,Nan,Nan
58400786,Rua Tenente Harllando Rocha do Nascimento - Monte Santo - Campina Grande - PB,-7.212149199999999,-35.9002248
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400800,Rua Doutor Acácio Figueiredo - Monte Santo - Campina Grande - PB,-7.214392500000001,-35.9005038
Nan,Nan,Nan,Nan
58400802,Rua Cônego Pequeno - Monte Santo - Campina Grande - PB,-7.216173500000001,-35.9001952
Nan,Nan,Nan,Nan
58400804,Rua Conde D'Eu - Monte Santo - Campina Grande - PB,-7.215367199999999,-35.8983595
58400805,Travessa Conde D'Eu - Monte Santo - Campina Grande - PB,-7.215367199999999,-35.8983595
58400806,Travessa Tomaz Santa Rosa - Monte Santo - Campina Grande - PB,-7.2124001,-35.8998294
Nan,Nan,Nan,Nan
58400808,Rua Líbia Cardoso Silva - Monte Santo - Campina Grande - PB,-7.214469900000001,-35.9010989
Nan,Nan,Nan,Nan
58400810,Rua Natanael Belo - Monte Santo - Campina Grande - PB,-7.2144979,-35.9016135
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400813,Rua Sargento Hermes Ferreira Ramos - Monte Santo - Campina Grande - PB,-7.2157689,-35.8997454
Nan,Nan,Nan,Nan
58400815,Rua Otacílio Colaço da Costa - Monte Santo - Campina Grande - PB,-7.2151272,-35.90201920000001
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400818,Rua Naná de Oliveira Pimentel - Monte Santo - Campina Grande - PB,-7.214649000000001,-35.9026618
Nan,Nan,Nan,Nan
58400820,Travessa Silva Barbosa - Monte Santo - Campina Grande - PB,-7.2141533,-35.9033851
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400823,Rua Joaquim Firmino Araújo - Monte Santo - Campina Grande - PB,-7.214603899999999,-35.9031112
Nan,Nan,Nan,Nan
58400825,Rua Silva Barbosa - Monte Santo - Campina Grande - PB,-7.216058599999998,-35.9041026
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400828,Rua Pedro de Farias - Monte Santo - Campina Grande - PB,-7.2449416,-35.8926445
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400848,Rua Maurício Arruda Figueiredo - Monte Santo - Campina Grande - PB,-7.215568200000001,-35.9050966
Nan,Nan,Nan,Nan
58400850,Rua Professora Lenier Sucupira Meira de Almeida - Monte Santo - Campina Grande - PB,-7.211123000000001,-35.9075333
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400970,Praça da Bandeira 71 Entrada Principal - Centro - Campina Grande - PB,-7.219338400000001,-35.88515599999999
58400971,Praça da Bandeira 71 - Centro - Campina Grande - PB,-7.219338400000001,-35.88515599999999
58400972,Praça da Bandeira - Centro - Campina Grande - PB,-7.219532200000001,-35.8851604
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400976,Rua Antenor Navarro 233 - Prata - Campina Grande - PB,-7.222199699999999,-35.8947546
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58400990,Sítio Marinho -  - Campina Grande - PB,-7.223744900000001,-35.887581
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401000,Rua Manoel Leite Cavalcante - Palmeira - Campina Grande - PB,-7.1986848,-35.8959945
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401005,Rua Jeremias Sérgio de Almeida - Palmeira - Campina Grande - PB,-7.1995812,-35.8944415
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401010,Rua Manoel Barbosa de Lima - Palmeira - Campina Grande - PB,-7.1990197,-35.8944029
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401040,Rua Dagoberto Renato Damião de Araújo - Palmeira - Campina Grande - PB,-7.2056527,-35.8937254
Nan,Nan,Nan,Nan
58401042,Travessa Quinze de Novembro - Palmeira - Campina Grande - PB,-7.206884,-35.8936463
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401045,Travessa Cristiano Palmeira - Palmeira - Campina Grande - PB,-7.207488000000001,-35.892321
Nan,Nan,Nan,Nan
58401047,Rua Belarmino Timóteo de Souza - Palmeira - Campina Grande - PB,-7.2065736,-35.8929845
Nan,Nan,Nan,Nan
58401049,Travessa Belarmino Timóteo de Souza - Palmeira - Campina Grande - PB,-7.2065736,-35.8929845
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401053,Rua Francisco Mendonça Oliveira - Palmeira - Campina Grande - PB,-7.2067937,-35.8919738
Nan,Nan,Nan,Nan
58401055,Rua Euclides Severiano - Palmeira - Campina Grande - PB,-7.2068401,-35.8911236
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401060,Rua Maximiano Chaves - Palmeira - Campina Grande - PB,-7.207097500000001,-35.8917497
58401061,Travessa Maximiano Chaves - Palmeira - Campina Grande - PB,-7.207097500000001,-35.8917497
Nan,Nan,Nan,Nan
58401063,Rua Cristiano Palmeira - Palmeira - Campina Grande - PB,-7.207488000000001,-35.892321
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401066,Rua Manoel Félix - Palmeira - Campina Grande - PB,-7.208138600000001,-35.8914303
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401070,Rua Evaristo Pereira da Costa - Palmeira - Campina Grande - PB,-7.208924700000001,-35.88986510000001
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401075,Rua Quinze de Novembro - Palmeira - Campina Grande - PB,-7.206884,-35.8936463
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401078,Rua Conde do Bonfim - Palmeira - Campina Grande - PB,-7.2081504,-35.8932857
Nan,Nan,Nan,Nan
58401080,Rua João Herculano Diniz - Palmeira - Campina Grande - PB,-7.206151500000001,-35.8947009
Nan,Nan,Nan,Nan
58401082,Travessa Capitão Manoel do Ó - Palmeira - Campina Grande - PB,-7.206722699999998,-35.8947508
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401085,Rua Capitão Manoel do Ó - Palmeira - Campina Grande - PB,-7.206722699999998,-35.8947508
Nan,Nan,Nan,Nan
58401087,Rua São João - Palmeira - Campina Grande - PB,-7.207907899999999,-35.8949712
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401090,Rua Professor Balbino - Palmeira - Campina Grande - PB,-7.208105499999999,-35.89652299999999
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401093,Rua Ana de Azevedo - Palmeira - Campina Grande - PB,-7.2100268,-35.8945235
Nan,Nan,Nan,Nan
58401095,Avenida Ana de Azevedo - Palmeira - Campina Grande - PB,-7.2100268,-35.8945235
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401100,Rua Francisco Maria de Oliveira - Palmeira - Campina Grande - PB,-7.2087002,-35.8953549
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401105,Rua Sinhazinha de Oliveira - Palmeira - Campina Grande - PB,-7.211986,-35.8969431
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401110,Rua Francisco Assis de Oliveira - Palmeira - Campina Grande - PB,-7.210941399999999,-35.8956616
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401115,Rua Vereador Manoel Uchôa - Palmeira - Campina Grande - PB,-7.209656499999999,-35.8943372
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401120,Rua Olegário Maciel - Palmeira - Campina Grande - PB,-7.210222099999999,-35.8980618
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401125,Rua Monte Santo - Palmeira - Campina Grande - PB,-7.2144825,-35.8940764
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401128,Rua Coronel Severino Alves da Silva - Palmeira - Campina Grande - PB,-7.240162199999999,-35.9258438
Nan,Nan,Nan,Nan
58401130,Rua João Suassuna - Palmeira - Campina Grande - PB,-7.212577800000001,-35.8956893
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401135,Rua Ouro Branco - Palmeira - Campina Grande - PB,-7.2124658,-35.8934889
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401145,Rua José Lins do Rego - Palmeira - Campina Grande - PB,-7.2120756,-35.8922937
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
Nan,Nan,Nan,Nan
58401150,Rua Desembargador Arquimedes Souto Maior - Palmeira - Campina Grande - PB,-7.211917000000001,-35.8938383
